unit_number,time_cycles,sensor,sensor_label,value,value_smoothed,fleet_median
60,35,phi,phi — fuel flow ratio (falls with wear),522.13,521.644,521.994
60,36,phi,phi — fuel flow ratio (falls with wear),522.03,521.659,522.002
60,37,phi,phi — fuel flow ratio (falls with wear),521.88,521.692,521.97
60,38,phi,phi — fuel flow ratio (falls with wear),521.71,521.689,521.977
60,39,phi,phi — fuel flow ratio (falls with wear),521.5,521.696,521.949
60,40,phi,phi — fuel flow ratio (falls with wear),521.91,521.695,521.979
60,41,phi,phi — fuel flow ratio (falls with wear),521.39,521.685,521.973
60,42,phi,phi — fuel flow ratio (falls with wear),522.09,521.749,522.006
60,43,phi,phi — fuel flow ratio (falls with wear),521.29,521.694,521.98
60,44,phi,phi — fuel flow ratio (falls with wear),521.53,521.746,521.989
60,45,phi,phi — fuel flow ratio (falls with wear),521.74,521.707,521.972
60,46,phi,phi — fuel flow ratio (falls with wear),521.96,521.7,521.978
60,47,phi,phi — fuel flow ratio (falls with wear),521.38,521.65,521.971
60,48,phi,phi — fuel flow ratio (falls with wear),521.54,521.633,521.943
60,49,phi,phi — fuel flow ratio (falls with wear),521.81,521.664,521.956
60,50,phi,phi — fuel flow ratio (falls with wear),521.84,521.657,521.972
60,51,phi,phi — fuel flow ratio (falls with wear),521.63,521.681,521.939
60,52,phi,phi — fuel flow ratio (falls with wear),521.46,521.618,521.928
60,53,phi,phi — fuel flow ratio (falls with wear),521.51,521.64,521.931
60,54,phi,phi — fuel flow ratio (falls with wear),521.64,521.651,521.912
60,55,phi,phi — fuel flow ratio (falls with wear),521.79,521.656,521.942
60,56,phi,phi — fuel flow ratio (falls with wear),521.75,521.635,521.934
60,57,phi,phi — fuel flow ratio (falls with wear),521.7,521.667,521.984
60,58,phi,phi — fuel flow ratio (falls with wear),522.0,521.713,521.932
60,59,phi,phi — fuel flow ratio (falls with wear),521.7,521.702,521.916
60,60,phi,phi — fuel flow ratio (falls with wear),522.2,521.738,521.94
60,61,phi,phi — fuel flow ratio (falls with wear),521.45,521.72,521.901
60,62,phi,phi — fuel flow ratio (falls with wear),521.89,521.763,521.906
60,63,phi,phi — fuel flow ratio (falls with wear),522.3,521.842,521.916
60,64,phi,phi — fuel flow ratio (falls with wear),522.01,521.879,521.942
60,65,phi,phi — fuel flow ratio (falls with wear),521.8,521.88,521.932
60,66,phi,phi — fuel flow ratio (falls with wear),521.72,521.877,521.905
60,67,phi,phi — fuel flow ratio (falls with wear),521.62,521.869,521.895
60,68,phi,phi — fuel flow ratio (falls with wear),522.22,521.891,521.899
60,69,phi,phi — fuel flow ratio (falls with wear),521.57,521.878,521.888
60,70,phi,phi — fuel flow ratio (falls with wear),521.63,521.821,521.876
60,71,phi,phi — fuel flow ratio (falls with wear),522.05,521.881,521.88
60,72,phi,phi — fuel flow ratio (falls with wear),521.95,521.887,521.878
60,73,phi,phi — fuel flow ratio (falls with wear),521.92,521.849,521.864
60,74,phi,phi — fuel flow ratio (falls with wear),521.43,521.791,521.871
60,75,phi,phi — fuel flow ratio (falls with wear),521.27,521.738,521.869
60,76,phi,phi — fuel flow ratio (falls with wear),521.73,521.739,521.884
60,77,phi,phi — fuel flow ratio (falls with wear),522.0,521.777,521.867
60,78,phi,phi — fuel flow ratio (falls with wear),521.84,521.739,521.866
60,79,phi,phi — fuel flow ratio (falls with wear),522.26,521.808,521.878
60,80,phi,phi — fuel flow ratio (falls with wear),522.03,521.848,521.848
60,81,phi,phi — fuel flow ratio (falls with wear),521.73,521.816,521.831
60,82,phi,phi — fuel flow ratio (falls with wear),521.86,521.807,521.833
60,83,phi,phi — fuel flow ratio (falls with wear),521.77,521.792,521.832
60,84,phi,phi — fuel flow ratio (falls with wear),521.75,521.824,521.844
60,85,phi,phi — fuel flow ratio (falls with wear),522.05,521.902,521.85
60,86,phi,phi — fuel flow ratio (falls with wear),521.51,521.88,521.845
60,87,phi,phi — fuel flow ratio (falls with wear),521.65,521.845,521.837
60,88,phi,phi — fuel flow ratio (falls with wear),521.35,521.796,521.805
60,89,phi,phi — fuel flow ratio (falls with wear),521.19,521.689,521.794
60,90,phi,phi — fuel flow ratio (falls with wear),521.48,521.634,521.794
60,91,phi,phi — fuel flow ratio (falls with wear),521.88,521.649,521.781
60,92,phi,phi — fuel flow ratio (falls with wear),521.28,521.591,521.77
60,93,phi,phi — fuel flow ratio (falls with wear),522.09,521.623,521.772
60,94,phi,phi — fuel flow ratio (falls with wear),521.88,521.636,521.764
60,95,phi,phi — fuel flow ratio (falls with wear),521.46,521.577,521.745
60,96,phi,phi — fuel flow ratio (falls with wear),521.74,521.6,521.731
60,97,phi,phi — fuel flow ratio (falls with wear),521.61,521.596,521.703
60,98,phi,phi — fuel flow ratio (falls with wear),521.98,521.659,521.668
60,99,phi,phi — fuel flow ratio (falls with wear),521.72,521.712,521.718
60,100,phi,phi — fuel flow ratio (falls with wear),521.3,521.694,521.701
60,101,phi,phi — fuel flow ratio (falls with wear),521.54,521.66,521.71
60,102,phi,phi — fuel flow ratio (falls with wear),521.53,521.685,521.708
60,103,phi,phi — fuel flow ratio (falls with wear),521.67,521.643,521.702
60,104,phi,phi — fuel flow ratio (falls with wear),521.2,521.575,521.702
60,105,phi,phi — fuel flow ratio (falls with wear),521.95,521.624,521.672
60,106,phi,phi — fuel flow ratio (falls with wear),521.64,521.614,521.676
60,107,phi,phi — fuel flow ratio (falls with wear),521.43,521.596,521.67
60,108,phi,phi — fuel flow ratio (falls with wear),521.41,521.539,521.696
60,109,phi,phi — fuel flow ratio (falls with wear),520.81,521.448,521.683
60,110,phi,phi — fuel flow ratio (falls with wear),521.98,521.516,521.668
60,111,phi,phi — fuel flow ratio (falls with wear),521.74,521.536,521.635
60,112,phi,phi — fuel flow ratio (falls with wear),521.91,521.574,521.629
60,113,phi,phi — fuel flow ratio (falls with wear),521.11,521.518,521.604
60,114,phi,phi — fuel flow ratio (falls with wear),521.93,521.591,521.599
60,115,phi,phi — fuel flow ratio (falls with wear),521.33,521.529,521.552
60,116,phi,phi — fuel flow ratio (falls with wear),521.7,521.535,521.585
60,117,phi,phi — fuel flow ratio (falls with wear),521.77,521.569,521.588
60,118,phi,phi — fuel flow ratio (falls with wear),521.99,521.627,521.585
60,119,phi,phi — fuel flow ratio (falls with wear),521.82,521.728,521.543
60,120,phi,phi — fuel flow ratio (falls with wear),521.31,521.661,521.561
60,121,phi,phi — fuel flow ratio (falls with wear),521.34,521.621,521.556
60,122,phi,phi — fuel flow ratio (falls with wear),521.07,521.537,521.538
60,123,phi,phi — fuel flow ratio (falls with wear),521.5,521.576,521.518
60,124,phi,phi — fuel flow ratio (falls with wear),521.59,521.542,521.52
60,125,phi,phi — fuel flow ratio (falls with wear),521.44,521.553,521.537
60,126,phi,phi — fuel flow ratio (falls with wear),521.25,521.508,521.535
60,127,phi,phi — fuel flow ratio (falls with wear),521.47,521.478,521.522
60,128,phi,phi — fuel flow ratio (falls with wear),521.51,521.43,521.508
60,129,phi,phi — fuel flow ratio (falls with wear),520.95,521.343,521.51
60,130,phi,phi — fuel flow ratio (falls with wear),522.2,521.432,521.507
60,131,phi,phi — fuel flow ratio (falls with wear),520.97,521.395,521.511
60,132,phi,phi — fuel flow ratio (falls with wear),521.19,521.407,521.489
60,133,phi,phi — fuel flow ratio (falls with wear),521.81,521.438,521.504
60,134,phi,phi — fuel flow ratio (falls with wear),521.03,521.382,521.49
60,135,phi,phi — fuel flow ratio (falls with wear),521.19,521.357,521.466
60,136,phi,phi — fuel flow ratio (falls with wear),521.78,521.41,521.452
60,137,phi,phi — fuel flow ratio (falls with wear),522.03,521.466,521.472
60,138,phi,phi — fuel flow ratio (falls with wear),521.49,521.464,521.477
60,139,phi,phi — fuel flow ratio (falls with wear),521.28,521.497,521.449
60,140,phi,phi — fuel flow ratio (falls with wear),521.28,521.405,521.444
60,141,phi,phi — fuel flow ratio (falls with wear),521.53,521.461,521.431
60,142,phi,phi — fuel flow ratio (falls with wear),521.63,521.505,521.416
60,143,phi,phi — fuel flow ratio (falls with wear),521.39,521.463,521.411
60,144,phi,phi — fuel flow ratio (falls with wear),520.79,521.439,521.408
60,145,phi,phi — fuel flow ratio (falls with wear),521.27,521.447,521.378
60,146,phi,phi — fuel flow ratio (falls with wear),520.82,521.351,521.349
60,147,phi,phi — fuel flow ratio (falls with wear),521.66,521.314,521.37
61,30,BPR,BPR — bypass ratio (rises with wear),8.413,8.392,8.415
61,31,BPR,BPR — bypass ratio (rises with wear),8.422,8.397,8.416
61,32,BPR,BPR — bypass ratio (rises with wear),8.397,8.393,8.415
61,33,BPR,BPR — bypass ratio (rises with wear),8.401,8.394,8.416
61,34,BPR,BPR — bypass ratio (rises with wear),8.42,8.398,8.415
61,35,BPR,BPR — bypass ratio (rises with wear),8.406,8.402,8.417
61,36,BPR,BPR — bypass ratio (rises with wear),8.411,8.403,8.416
61,37,BPR,BPR — bypass ratio (rises with wear),8.388,8.403,8.418
61,38,BPR,BPR — bypass ratio (rises with wear),8.422,8.405,8.418
61,39,BPR,BPR — bypass ratio (rises with wear),8.397,8.408,8.418
61,40,BPR,BPR — bypass ratio (rises with wear),8.414,8.408,8.417
61,41,BPR,BPR — bypass ratio (rises with wear),8.412,8.407,8.418
61,42,BPR,BPR — bypass ratio (rises with wear),8.392,8.406,8.419
61,43,BPR,BPR — bypass ratio (rises with wear),8.428,8.409,8.417
61,44,BPR,BPR — bypass ratio (rises with wear),8.396,8.407,8.418
61,45,BPR,BPR — bypass ratio (rises with wear),8.399,8.406,8.419
61,46,BPR,BPR — bypass ratio (rises with wear),8.391,8.404,8.418
61,47,BPR,BPR — bypass ratio (rises with wear),8.394,8.404,8.418
61,48,BPR,BPR — bypass ratio (rises with wear),8.399,8.402,8.419
61,49,BPR,BPR — bypass ratio (rises with wear),8.412,8.404,8.416
61,50,BPR,BPR — bypass ratio (rises with wear),8.419,8.404,8.418
61,51,BPR,BPR — bypass ratio (rises with wear),8.373,8.4,8.419
61,52,BPR,BPR — bypass ratio (rises with wear),8.376,8.399,8.418
61,53,BPR,BPR — bypass ratio (rises with wear),8.403,8.396,8.419
61,54,BPR,BPR — bypass ratio (rises with wear),8.397,8.396,8.42
61,55,BPR,BPR — bypass ratio (rises with wear),8.386,8.395,8.418
61,56,BPR,BPR — bypass ratio (rises with wear),8.396,8.395,8.418
61,57,BPR,BPR — bypass ratio (rises with wear),8.397,8.396,8.418
61,58,BPR,BPR — bypass ratio (rises with wear),8.395,8.395,8.416
61,59,BPR,BPR — bypass ratio (rises with wear),8.388,8.393,8.416
61,60,BPR,BPR — bypass ratio (rises with wear),8.42,8.393,8.416
61,61,BPR,BPR — bypass ratio (rises with wear),8.431,8.399,8.419
61,62,BPR,BPR — bypass ratio (rises with wear),8.38,8.399,8.419
61,63,BPR,BPR — bypass ratio (rises with wear),8.422,8.401,8.42
61,64,BPR,BPR — bypass ratio (rises with wear),8.419,8.403,8.419
61,65,BPR,BPR — bypass ratio (rises with wear),8.382,8.403,8.418
61,66,BPR,BPR — bypass ratio (rises with wear),8.415,8.405,8.419
61,67,BPR,BPR — bypass ratio (rises with wear),8.388,8.404,8.419
61,68,BPR,BPR — bypass ratio (rises with wear),8.411,8.406,8.42
61,69,BPR,BPR — bypass ratio (rises with wear),8.407,8.408,8.42
61,70,BPR,BPR — bypass ratio (rises with wear),8.405,8.406,8.42
61,71,BPR,BPR — bypass ratio (rises with wear),8.404,8.403,8.419
61,72,BPR,BPR — bypass ratio (rises with wear),8.393,8.405,8.42
61,73,BPR,BPR — bypass ratio (rises with wear),8.409,8.403,8.422
61,74,BPR,BPR — bypass ratio (rises with wear),8.443,8.406,8.419
61,75,BPR,BPR — bypass ratio (rises with wear),8.404,8.408,8.418
61,76,BPR,BPR — bypass ratio (rises with wear),8.39,8.406,8.417
61,77,BPR,BPR — bypass ratio (rises with wear),8.395,8.406,8.419
61,78,BPR,BPR — bypass ratio (rises with wear),8.44,8.409,8.42
61,79,BPR,BPR — bypass ratio (rises with wear),8.429,8.411,8.42
61,80,BPR,BPR — bypass ratio (rises with wear),8.4,8.411,8.419
61,81,BPR,BPR — bypass ratio (rises with wear),8.385,8.409,8.42
61,82,BPR,BPR — bypass ratio (rises with wear),8.445,8.414,8.421
61,83,BPR,BPR — bypass ratio (rises with wear),8.391,8.412,8.422
61,84,BPR,BPR — bypass ratio (rises with wear),8.434,8.411,8.42
61,85,BPR,BPR — bypass ratio (rises with wear),8.418,8.413,8.421
61,86,BPR,BPR — bypass ratio (rises with wear),8.44,8.418,8.422
61,87,BPR,BPR — bypass ratio (rises with wear),8.441,8.422,8.423
61,88,BPR,BPR — bypass ratio (rises with wear),8.443,8.423,8.423
61,89,BPR,BPR — bypass ratio (rises with wear),8.403,8.42,8.423
61,90,BPR,BPR — bypass ratio (rises with wear),8.423,8.422,8.424
61,91,BPR,BPR — bypass ratio (rises with wear),8.379,8.422,8.423
61,92,BPR,BPR — bypass ratio (rises with wear),8.422,8.419,8.423
61,93,BPR,BPR — bypass ratio (rises with wear),8.422,8.422,8.423
61,94,BPR,BPR — bypass ratio (rises with wear),8.419,8.421,8.426
61,95,BPR,BPR — bypass ratio (rises with wear),8.444,8.424,8.426
61,96,BPR,BPR — bypass ratio (rises with wear),8.435,8.423,8.426
61,97,BPR,BPR — bypass ratio (rises with wear),8.38,8.417,8.424
61,98,BPR,BPR — bypass ratio (rises with wear),8.429,8.416,8.425
61,99,BPR,BPR — bypass ratio (rises with wear),8.441,8.419,8.426
61,100,BPR,BPR — bypass ratio (rises with wear),8.416,8.419,8.428
61,101,BPR,BPR — bypass ratio (rises with wear),8.404,8.421,8.427
61,102,BPR,BPR — bypass ratio (rises with wear),8.433,8.422,8.428
61,103,BPR,BPR — bypass ratio (rises with wear),8.42,8.422,8.428
61,104,BPR,BPR — bypass ratio (rises with wear),8.415,8.422,8.428
61,105,BPR,BPR — bypass ratio (rises with wear),8.431,8.42,8.428
61,106,BPR,BPR — bypass ratio (rises with wear),8.41,8.418,8.429
61,107,BPR,BPR — bypass ratio (rises with wear),8.426,8.422,8.43
61,108,BPR,BPR — bypass ratio (rises with wear),8.41,8.421,8.429
61,109,BPR,BPR — bypass ratio (rises with wear),8.406,8.417,8.428
61,110,BPR,BPR — bypass ratio (rises with wear),8.423,8.418,8.429
61,111,BPR,BPR — bypass ratio (rises with wear),8.456,8.423,8.43
61,112,BPR,BPR — bypass ratio (rises with wear),8.421,8.422,8.429
61,113,BPR,BPR — bypass ratio (rises with wear),8.452,8.425,8.432
61,114,BPR,BPR — bypass ratio (rises with wear),8.446,8.428,8.433
61,115,BPR,BPR — bypass ratio (rises with wear),8.469,8.432,8.432
61,116,BPR,BPR — bypass ratio (rises with wear),8.42,8.433,8.433
61,117,BPR,BPR — bypass ratio (rises with wear),8.417,8.432,8.433
61,118,BPR,BPR — bypass ratio (rises with wear),8.451,8.436,8.434
61,119,BPR,BPR — bypass ratio (rises with wear),8.435,8.439,8.436
61,120,BPR,BPR — bypass ratio (rises with wear),8.46,8.443,8.436
61,121,BPR,BPR — bypass ratio (rises with wear),8.404,8.438,8.434
61,122,BPR,BPR — bypass ratio (rises with wear),8.457,8.441,8.435
61,123,BPR,BPR — bypass ratio (rises with wear),8.453,8.441,8.435
61,124,BPR,BPR — bypass ratio (rises with wear),8.467,8.443,8.432
61,125,BPR,BPR — bypass ratio (rises with wear),8.428,8.439,8.434
61,126,BPR,BPR — bypass ratio (rises with wear),8.429,8.44,8.433
61,127,BPR,BPR — bypass ratio (rises with wear),8.431,8.442,8.432
61,128,BPR,BPR — bypass ratio (rises with wear),8.457,8.442,8.435
61,129,BPR,BPR — bypass ratio (rises with wear),8.435,8.442,8.436
61,130,BPR,BPR — bypass ratio (rises with wear),8.43,8.439,8.437
61,131,BPR,BPR — bypass ratio (rises with wear),8.453,8.444,8.438
61,132,BPR,BPR — bypass ratio (rises with wear),8.433,8.442,8.437
61,133,BPR,BPR — bypass ratio (rises with wear),8.455,8.442,8.438
61,134,BPR,BPR — bypass ratio (rises with wear),8.455,8.441,8.438
61,135,BPR,BPR — bypass ratio (rises with wear),8.431,8.441,8.438
61,136,BPR,BPR — bypass ratio (rises with wear),8.454,8.443,8.437
61,137,BPR,BPR — bypass ratio (rises with wear),8.444,8.445,8.44
61,138,BPR,BPR — bypass ratio (rises with wear),8.446,8.444,8.436
61,139,BPR,BPR — bypass ratio (rises with wear),8.407,8.441,8.437
61,140,BPR,BPR — bypass ratio (rises with wear),8.401,8.438,8.438
61,141,BPR,BPR — bypass ratio (rises with wear),8.451,8.438,8.437
61,142,BPR,BPR — bypass ratio (rises with wear),8.493,8.444,8.436
61,143,BPR,BPR — bypass ratio (rises with wear),8.436,8.442,8.438
61,144,BPR,BPR — bypass ratio (rises with wear),8.448,8.441,8.438
61,145,BPR,BPR — bypass ratio (rises with wear),8.447,8.443,8.437
61,146,BPR,BPR — bypass ratio (rises with wear),8.47,8.444,8.439
61,147,BPR,BPR — bypass ratio (rises with wear),8.464,8.446,8.439
61,148,BPR,BPR — bypass ratio (rises with wear),8.47,8.449,8.441
61,149,BPR,BPR — bypass ratio (rises with wear),8.471,8.455,8.44
61,150,BPR,BPR — bypass ratio (rises with wear),8.464,8.462,8.44
61,151,BPR,BPR — bypass ratio (rises with wear),8.478,8.464,8.442
61,152,BPR,BPR — bypass ratio (rises with wear),8.459,8.461,8.444
61,153,BPR,BPR — bypass ratio (rises with wear),8.471,8.464,8.443
61,154,BPR,BPR — bypass ratio (rises with wear),8.448,8.464,8.443
61,155,BPR,BPR — bypass ratio (rises with wear),8.478,8.467,8.445
61,156,BPR,BPR — bypass ratio (rises with wear),8.482,8.469,8.447
61,157,BPR,BPR — bypass ratio (rises with wear),8.481,8.47,8.444
61,158,BPR,BPR — bypass ratio (rises with wear),8.489,8.472,8.445
61,159,BPR,BPR — bypass ratio (rises with wear),8.472,8.472,8.445
61,30,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.43,47.28,47.316
61,31,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.09,47.242,47.314
61,32,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.35,47.258,47.332
61,33,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.25,47.273,47.326
61,34,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.36,47.291,47.336
61,35,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.06,47.274,47.333
61,36,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.39,47.29,47.341
61,37,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.3,47.291,47.331
61,38,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.2,47.269,47.335
61,39,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.14,47.257,47.33
61,40,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.22,47.236,47.338
61,41,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.09,47.236,47.329
61,42,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.02,47.203,47.334
61,43,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.21,47.199,47.334
61,44,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.16,47.179,47.339
61,45,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.27,47.2,47.342
61,46,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.15,47.176,47.348
61,47,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.08,47.154,47.344
61,48,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.07,47.141,47.35
61,49,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.15,47.142,47.36
61,50,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.12,47.132,47.365
61,51,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.04,47.127,47.358
61,52,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.44,47.169,47.358
61,53,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.23,47.171,47.358
61,54,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.43,47.198,47.352
61,55,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.04,47.175,47.348
61,56,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.13,47.173,47.344
61,57,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.37,47.202,47.352
61,58,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.43,47.238,47.35
61,59,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.3,47.253,47.348
61,60,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.2,47.261,47.351
61,61,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.33,47.29,47.342
61,62,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.18,47.264,47.34
61,63,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.41,47.282,47.344
61,64,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.39,47.278,47.348
61,65,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.19,47.293,47.348
61,66,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.12,47.292,47.36
61,67,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.27,47.282,47.35
61,68,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.39,47.278,47.35
61,69,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.54,47.302,47.363
61,70,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.35,47.317,47.364
61,71,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.2,47.304,47.36
61,72,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.24,47.31,47.379
61,73,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.32,47.301,47.382
61,74,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.37,47.299,47.372
61,75,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.25,47.305,47.382
61,76,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.33,47.326,47.375
61,77,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.11,47.31,47.379
61,78,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.35,47.306,47.378
61,79,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.12,47.264,47.38
61,80,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.06,47.235,47.375
61,81,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.24,47.239,47.381
61,82,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.4,47.255,47.384
61,83,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.22,47.245,47.392
61,84,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.42,47.25,47.392
61,85,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.22,47.247,47.391
61,86,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.43,47.257,47.384
61,87,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.1,47.256,47.385
61,88,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.47,47.268,47.39
61,89,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.43,47.299,47.402
61,90,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.39,47.332,47.399
61,91,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.47,47.355,47.396
61,92,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.23,47.338,47.397
61,93,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.19,47.335,47.394
61,94,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.27,47.32,47.406
61,95,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.32,47.33,47.407
61,96,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.29,47.316,47.406
61,97,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.47,47.353,47.415
61,98,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.34,47.34,47.419
61,99,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.27,47.324,47.425
61,100,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.46,47.331,47.428
61,101,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.43,47.327,47.442
61,102,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.45,47.349,47.44
61,103,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.31,47.361,47.442
61,104,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.44,47.378,47.447
61,105,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.5,47.396,47.437
61,106,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.28,47.395,47.44
61,107,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.52,47.4,47.436
61,108,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.42,47.408,47.437
61,109,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.44,47.425,47.441
61,110,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.37,47.416,47.442
61,111,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.31,47.404,47.439
61,112,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.45,47.404,47.457
61,113,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.45,47.418,47.467
61,114,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.3,47.404,47.471
61,115,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.44,47.398,47.47
61,116,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.38,47.408,47.47
61,117,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.48,47.404,47.471
61,118,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.44,47.406,47.476
61,119,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.54,47.416,47.485
61,120,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.56,47.435,47.478
61,121,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.34,47.438,47.487
61,122,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.59,47.452,47.482
61,123,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.21,47.428,47.48
61,124,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.55,47.453,47.484
61,125,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.64,47.473,47.479
61,126,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.63,47.498,47.484
61,127,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.54,47.504,47.486
61,128,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.56,47.516,47.495
61,129,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.48,47.51,47.504
61,130,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.64,47.518,47.507
61,131,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.57,47.541,47.502
61,132,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.44,47.526,47.506
61,133,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.42,47.547,47.51
61,134,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.59,47.551,47.504
61,135,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.71,47.558,47.518
61,136,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.55,47.55,47.521
61,137,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.65,47.561,47.528
61,138,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.54,47.559,47.529
61,139,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.52,47.563,47.522
61,140,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.7,47.569,47.515
61,141,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.72,47.584,47.524
61,142,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.51,47.591,47.534
61,143,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.65,47.614,47.543
61,144,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.67,47.622,47.536
